Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtcsPolarity,RxDtcsCode,CrossMode,Mode,Comment
314,FayetteV,442.300000,+,5.000000,Tone,127.3,88.5,23,NN,23,Tone->Tone,FM,TN S05 | Sys | https://tinyurl.com/23wojosh
315,Gatlinbu,444.900000,+,5.000000,Tone,100.0,88.5,23,NN,23,Tone->Tone,FM,TN S05 | Sys | https://tinyurl.com/2ar4r4cv
316,GreeneVl,443.575000,+,5.000000,Tone,100.0,88.5,23,NN,23,Tone->Tone,FM,"TN S05 | Link, Wide | https://tinyurl.com/2auejyjm"
317,NolensVl,443.725000,+,5.000000,Tone,107.2,88.5,23,NN,23,Tone->Tone,FM,"TN S05 | Sys, Nets | https://tinyurl.com/29agdw9q"
318,OakRidge,441.925000,+,5.000000,Tone,100.0,88.5,23,NN,23,Tone->Tone,FM,"TN S05 | Sys, Nets | https://tinyurl.com/27fvjtjr"
319,Petros-F,147.255000,+,0.600000,Tone,94.8,88.5,23,NN,23,Tone->Tone,FM,TN S05 | Sys | https://tinyurl.com/27ga37y7
320,FancyGap,442.425000,+,5.000000,TSQL,107.2,107.2,23,NN,23,Tone->Tone,FM,"VA S05 | Link, EchoLink, Wide | https://tinyurl.com/2afqcsdb"
321,Richmond,442.550000,+,5.000000,TSQL,74.4,74.4,23,NN,23,Tone->Tone,FM,VA S05 | Sys | https://tinyurl.com/2ayefbt3
322,GainesVl,147.300000,+,0.600000,Tone,123.0,88.5,23,NN,23,Tone->Tone,FM,GA S04 | Wide | https://tinyurl.com/23co9cnw
323,Toccoa-C,147.330000,+,0.600000,TSQL,127.3,127.3,23,NN,23,Tone->Tone,FM,"GA S04 | Wide, Nets | https://tinyurl.com/26z42z2y"
324,BlueIsl-,146.640000,-,0.600000,TSQL,107.2,107.2,23,NN,23,Tone->Tone,FM,"IL S04 | Link, EchoLink, Wide, Nets | https://tinyurl.com/288vs3ar"
325,Danville,146.820000,-,0.600000,TSQL,88.5,88.5,23,NN,23,Tone->Tone,FM,"IL S04 | Wide, Nets | https://tinyurl.com/26dz9oyc"
326,MtPulask,442.800000,+,5.000000,TSQL,203.5,203.5,23,NN,23,Tone->Tone,FM,"IL S04 | Link, EchoLink, Wide | https://tinyurl.com/27tzzb9n"
327,Warsaw-K,443.050000,+,5.000000,Tone,141.3,88.5,23,NN,23,Tone->Tone,FM,"IN S04 | Link, Wide | https://tinyurl.com/2yy9l8rg"
328,Calabash,444.750000,+,5.000000,Tone,118.8,88.5,23,NN,23,Tone->Tone,FM,"NC S04 | Link, AllStar | https://tinyurl.com/25h9gvjz"
329,FortReco,442.675000,+,5.000000,Tone,107.2,88.5,23,NN,23,Tone->Tone,FM,"OH S04 | Link, EchoLink, Wide | https://tinyurl.com/2b8ne9ms"
330,SaintCla,145.210000,-,0.600000,TSQL,103.5,103.5,23,NN,23,Tone->Tone,FM,"OH S04 | Link, Wide | https://tinyurl.com/2azr3rn7"
331,Wayne-N1,444.287500,+,5.000000,TSQL,131.8,131.8,23,NN,23,Tone->Tone,FM,"OH S04 | Link, Wide | https://tinyurl.com/2ycrgp8q"
332,Blacksbu,146.880000,-,0.600000,TSQL,67.0,67.0,23,NN,23,Tone->Tone,FM,"SC S04 | Link, EchoLink, Wide, Nets | https://tinyurl.com/2do6hx8f"
333,Chester-,145.310000,-,0.600000,DTCS,88.5,88.5,145,NN,145,Tone->Tone,FM,"SC S04 | Link, AllStar+EchoLink, Wide | https://tinyurl.com/2ayr4t66"
334,Lexingto,147.000000,+,0.600000,TSQL,123.0,123.0,23,NN,23,Tone->Tone,FM,SC S04 | Wide | https://tinyurl.com/2afg2orl
335,Walhalla,145.290000,-,0.600000,TSQL,162.2,162.2,23,NN,23,Tone->Tone,FM,"SC S04 | Link, EchoLink, Wide | https://tinyurl.com/22cy47k5"
336,MEM-WATN,146.820000,-,0.600000,TSQL,107.2,107.2,23,NN,23,Tone->Tone,FM,TN S04 | Wide | https://tinyurl.com/282rtd22
337,Oakland-,146.940000,-,0.600000,TSQL,107.2,107.2,23,NN,23,Tone->Tone,FM,"TN S04 | Link, EchoLink, Wide | https://tinyurl.com/2amctx82"
338,Ripley-K,145.230000,-,0.600000,TSQL,100.0,100.0,23,NN,23,Tone->Tone,FM,TN S04 | Wide | https://tinyurl.com/27htgxlp
339,UnionCty,442.950000,+,4.000000,Tone,100.0,88.5,23,NN,23,Tone->Tone,FM,"TN S04 | Link, AllStar+EchoLink, Wide | https://tinyurl.com/2xwpdj7j"
340,Jarrett-,146.625000,-,0.600000,TSQL,100.0,100.0,23,NN,23,Tone->Tone,FM,"VA S04 | Link, Wide | https://tinyurl.com/284nqz6u"
341,Smithfie,147.195000,+,0.600000,TSQL,100.0,100.0,23,NN,23,Tone->Tone,FM,"VA S04 | Link, EchoLink, Wide | https://tinyurl.com/23aon56c"
342,Bowdon-A,443.850000,+,5.000000,Tone,131.8,88.5,23,NN,23,Tone->Tone,FM,GA S04 | Wide | https://tinyurl.com/27yfsr4y
343,Dalton-D,147.135000,+,0.600000,TSQL,141.3,141.3,23,NN,23,Tone->Tone,FM,GA S04 | Wide | https://tinyurl.com/2y85b2j5
344,Dalton-D,442.175000,+,5.000000,TSQL,141.3,141.3,23,NN,23,Tone->Tone,FM,GA S04 | Wide | https://tinyurl.com/23fgbob3
345,Greensbo,147.090000,+,0.600000,Cross,186.2,100.0,23,NN,23,Tone->Tone,FM,"GA S04 | Link, Wide | https://tinyurl.com/22bqtrxk"
346,Peachtre,442.500000,+,5.000000,Tone,77.0,88.5,23,NN,23,Tone->Tone,FM,GA S04 | Sys | https://tinyurl.com/27wqyhyv
347,Tyrone-K,444.675000,+,5.000000,Tone,77.0,88.5,23,NN,23,Tone->Tone,FM,GA S04 | Sys | https://tinyurl.com/28tkjdk6
348,Godfrey-,145.230000,-,0.600000,TSQL,79.7,79.7,23,NN,23,Tone->Tone,FM,"IL S04 | Link, EchoLink, Wide | https://tinyurl.com/24s8vn9c"
349,Kickapoo,146.760000,-,0.600000,TSQL,103.5,103.5,23,NN,23,Tone->Tone,FM,"IL S04 | Link, AllStar+EchoLink | https://tinyurl.com/24zy6l7q"
350,Metamora,146.610000,-,0.600000,TSQL,103.5,103.5,23,NN,23,Tone->Tone,FM,"IL S04 | Link, EchoLink | https://tinyurl.com/28pmj98o"
351,Greenfie,145.330000,-,0.600000,TSQL,88.5,88.5,23,NN,23,Tone->Tone,FM,"IN S04 | Link, Wide | https://tinyurl.com/235tospy"
352,Warsaw-K,146.985000,-,0.600000,TSQL,141.3,141.3,23,NN,23,Tone->Tone,FM,"IN S04 | Link, Wide | https://tinyurl.com/2agzmd8s"
353,Lancaste,442.200000,+,5.000000,Tone,67.0,88.5,23,NN,23,Tone->Tone,FM,"KY S04 | Link, AllStar+EchoLink | https://tinyurl.com/2bgsoprg"
354,Lebanon-,145.210000,-,0.600000,Tone,146.2,88.5,23,NN,23,Tone->Tone,FM,KY S04 | Wide | https://tinyurl.com/2dapbjdo
355,Chocowin,147.255000,+,0.600000,TSQL,131.8,131.8,23,NN,23,Tone->Tone,FM,"NC S04 | Link, EchoLink, Wide | https://tinyurl.com/229f8j6o"
356,Gastonia,444.550000,+,5.000000,TSQL,100.0,100.0,23,NN,23,Tone->Tone,FM,"NC S04 | Link, Wide | https://tinyurl.com/2d7wjm2k"
357,HayesVll,444.675000,+,5.000000,TSQL,186.2,186.2,23,NN,23,Tone->Tone,FM,"NC S04 | Link, AllStar+EchoLink | https://tinyurl.com/29wzx6f3"
358,JacksonV,147.000000,-,0.600000,TSQL,88.5,88.5,23,NN,23,Tone->Tone,FM,"NC S04 | Link, EchoLink, Wide, Nets | https://tinyurl.com/29xg2gtb"
359,MarsHl-W,147.180000,+,0.600000,TSQL,94.8,94.8,23,NN,23,Tone->Tone,FM,NC S04 | Wide | https://tinyurl.com/275efyfq | WCARS: K4MFD Wolf Ridge site (Madison)
360,Pollocks,146.610000,-,0.600000,Tone,100.0,88.5,23,NN,23,Tone->Tone,FM,"NC S04 | Link, EchoLink, Wide | https://tinyurl.com/2648m9dl"
361,Bainbrid,146.925000,-,0.600000,TSQL,74.4,74.4,23,NN,23,Tone->Tone,FM,"OH S04 | Link, Wide | https://tinyurl.com/2dd56x59"
362,Cadiz-WB,146.655000,-,0.600000,Tone,114.8,88.5,23,NN,23,Tone->Tone,FM,"OH S04 | Link, Wide | https://tinyurl.com/28rdojuq"
363,Chillico,146.850000,-,0.600000,TSQL,74.4,74.4,23,NN,23,Tone->Tone,FM,"OH S04 | Link, Wide | https://tinyurl.com/2y2hpyod"
364,Fayette-,443.537500,+,5.000000,Tone,67.0,88.5,23,NN,23,Tone->Tone,FM,"OH S04 | Link, AllStar+EchoLink | https://tinyurl.com/2dnuruh7"
365,Findlay-,147.150000,+,0.600000,TSQL,88.5,88.5,23,NN,23,Tone->Tone,FM,"OH S04 | Link, Wide | https://tinyurl.com/2c6lx6jj"
366,Georgeto,146.730000,-,0.600000,TSQL,162.2,162.2,23,NN,23,Tone->Tone,FM,"OH S04 | Link, Wide | https://tinyurl.com/28yl56ll"
367,Hannibal,147.240000,+,0.600000,,88.5,88.5,23,NN,23,Tone->Tone,FM,"OH S04 | Link, Wide | https://tinyurl.com/28lo2hnk"
368,Leesburg,444.037500,+,5.000000,,88.5,88.5,23,NN,23,Tone->Tone,FM,"OH S04 | Link, Wide | https://tinyurl.com/27cpt3hm"
369,Lithopol,145.210000,-,0.600000,TSQL,100.0,100.0,23,NN,23,Tone->Tone,FM,"OH S04 | Link, Wide | https://tinyurl.com/2yhxls79"
370,Londonde,147.015000,+,0.600000,TSQL,74.4,74.4,23,NN,23,Tone->Tone,FM,"OH S04 | Link, Wide | https://tinyurl.com/27le8bvn"
371,MountOra,442.200000,+,5.000000,TSQL,162.2,162.2,23,NN,23,Tone->Tone,FM,"OH S04 | Link, Wide | https://tinyurl.com/29ofj78y"
372,Newbury-,147.015000,+,0.600000,TSQL,110.9,110.9,23,NN,23,Tone->Tone,FM,"OH S04 | Link, AllStar, Nets | https://tinyurl.com/2c6trwct"
373,Newport-,443.600000,+,5.000000,TSQL,103.5,103.5,23,NN,23,Tone->Tone,FM,"OH S04 | Link, AllStar+EchoLink | https://tinyurl.com/246yty73"
374,Sidney-K,443.200000,+,5.000000,TSQL,156.7,156.7,23,NN,23,Tone->Tone,FM,"OH S04 | Link, Wide | https://tinyurl.com/2xt7ot9h"
375,SthWebst,145.390000,-,0.600000,Tone,136.5,88.5,23,NN,23,Tone->Tone,FM,"OH S04 | Link, AllStar+EchoLink | https://tinyurl.com/2a44j6kk"
376,Toledo-U,147.270000,+,0.600000,TSQL,103.5,103.5,23,NN,23,Tone->Tone,FM,"OH S04 | Link, Wide, Nets | https://tinyurl.com/27u2kkco"
377,Uniontow,442.000000,+,5.000000,Tone,131.8,88.5,23,NN,23,Tone->Tone,FM,"OH S04 | Link, EchoLink, Wide | https://tinyurl.com/24oaevo8"
378,Urbana-N,147.135000,+,0.600000,TSQL,77.0,77.0,23,NN,23,Tone->Tone,FM,"OH S04 | Link, Wide | https://tinyurl.com/258r442p"
379,Widowvil,147.105000,+,0.600000,TSQL,71.9,71.9,23,NN,23,Tone->Tone,FM,"OH S04 | Link, Wide | https://tinyurl.com/288ofdpm"
380,Wooster-,147.210000,+,0.600000,TSQL,88.5,88.5,23,NN,23,Tone->Tone,FM,"OH S04 | Link, AllStar+EchoLink, Wide | https://tinyurl.com/2c6p6q8w"
381,CHS-USSY,146.790000,-,0.600000,Tone,123.0,88.5,23,NN,23,Tone->Tone,FM,SC S04 | Sys | https://tinyurl.com/24foprkx
382,HardeeVl,147.060000,+,0.600000,TSQL,123.0,123.0,23,NN,23,Tone->Tone,FM,SC S04 | Wide | https://tinyurl.com/29b69o9f
383,NrthCHS-,146.730000,-,0.600000,Tone,123.0,88.5,23,NN,23,Tone->Tone,FM,SC S04 | Sys | https://tinyurl.com/267kkmpf
384,WhiteHal,441.675000,+,5.000000,Tone,123.0,88.5,23,NN,23,Tone->Tone,FM,SC S04 | Sys | https://tinyurl.com/2xngqldg
385,Bristol-,146.880000,-,0.600000,TSQL,88.5,88.5,23,NN,23,Tone->Tone,FM,TN S04 | Wide | https://tinyurl.com/2cvkmaf5
386,CHA-Sign,146.640000,-,0.600000,TSQL,146.2,146.2,23,NN,23,Tone->Tone,FM,"TN S04 | Link, AllStar+EchoLink | https://tinyurl.com/257l2vxh"
387,ElkCreek,147.240000,+,0.600000,TSQL,107.2,107.2,23,NN,23,Tone->Tone,FM,"VA S04 | Link, AllStar | https://tinyurl.com/2dh93x9w"
388,MtLk-Bal,146.910000,-,0.600000,TSQL,77.0,77.0,23,NN,23,Tone->Tone,FM,VA S04 | Wide | https://tinyurl.com/2cfhh7ye
389,Roanoke-,146.745000,-,0.600000,TSQL,107.2,107.2,23,NN,23,Tone->Tone,FM,"VA S04 | Link, EchoLink, Nets | https://tinyurl.com/2ah3ut7j"
390,RockyMt-,442.675000,+,5.000000,TSQL,107.2,107.2,23,NN,23,Tone->Tone,FM,"VA S04 | Link, AllStar | https://tinyurl.com/27rxq5g2"
391,Smithfie,442.825000,+,5.000000,Tone,100.0,88.5,23,NN,23,Tone->Tone,FM,"VA S04 | Link, EchoLink, Wide | https://tinyurl.com/2a6fms8q"
392,Suffolk-,146.790000,-,0.600000,TSQL,100.0,100.0,23,NN,23,Tone->Tone,FM,"VA S04 | Link, Wide | https://tinyurl.com/28w3el8t"
393,Eatonton,146.655000,-,0.600000,Cross,186.2,100.0,23,NN,23,Tone->Tone,FM,"GA S04 | Link, Wide | https://tinyurl.com/2xlfmdnl"
394,Fitzgera,444.400000,+,5.000000,TSQL,141.3,141.3,23,NN,23,Tone->Tone,FM,"GA S04 | Link, Wide | https://tinyurl.com/28w2uqhw"
395,Irwinton,443.275000,+,5.000000,Tone,77.0,88.5,23,NN,23,Tone->Tone,FM,GA S04 | Sys | https://tinyurl.com/2buoblku
396,Kingslan,146.835000,-,0.600000,TSQL,127.3,127.3,23,NN,23,Tone->Tone,FM,GA S04 | Sys | https://tinyurl.com/2c9e2ktt
397,LaGrange,146.700000,-,0.600000,TSQL,141.3,141.3,23,NN,23,Tone->Tone,FM,"GA S04 | Link, Wide | https://tinyurl.com/262zjam6"
398,SAV-WSAV,442.700000,+,5.000000,Tone,123.0,88.5,23,NN,23,Tone->Tone,FM,"GA S04 | Link, EchoLink, Wide | https://tinyurl.com/24bgyh5t"
399,Chana-N9,147.165000,+,0.600000,TSQL,146.2,146.2,23,NN,23,Tone->Tone,FM,IL S04 | Wide | https://tinyurl.com/2dhccwys
400,Quincy-W,147.030000,+,0.600000,TSQL,103.5,103.5,23,NN,23,Tone->Tone,FM,IL S04 | Wide | https://tinyurl.com/2y4k7p8z
401,Salem-I5,147.270000,+,0.600000,TSQL,103.5,103.5,23,NN,23,Tone->Tone,FM,IL S04 | Wide | https://tinyurl.com/25fozzle
402,Cincinna,147.240000,+,0.600000,Tone,103.5,88.5,23,NN,23,Tone->Tone,FM,IN S04 | Wide | https://tinyurl.com/24c6dlrw
403,Frankfor,147.045000,+,0.600000,TSQL,173.8,173.8,23,NN,23,Tone->Tone,FM,IN S04 | Sys | https://tinyurl.com/22s4orzc
404,Napoleon,146.805000,-,0.600000,,88.5,88.5,23,NN,23,Tone->Tone,FM,IN S04 | Wide | https://tinyurl.com/28k4h8z8
405,Fredonia,147.285000,+,0.600000,TSQL,100.0,100.0,23,NN,23,Tone->Tone,FM,"KY S04 | Link, EchoLink, Wide | https://tinyurl.com/2cdc7vcs"
406,Graefenb,443.550000,+,5.000000,TSQL,123.0,123.0,23,NN,23,Tone->Tone,FM,"KY S04 | Link, AllStar+EchoLink, Wide | https://tinyurl.com/22eahqnn"
407,Versaill,145.330000,-,0.600000,TSQL,107.2,107.2,23,NN,23,Tone->Tone,FM,"KY S04 | Link, EchoLink, Wide | https://tinyurl.com/29s3yx9y"
408,Madison-,147.345000,+,0.600000,TSQL,103.5,103.5,23,NN,23,Tone->Tone,FM,"NC S04 | Wide, Nets | https://tinyurl.com/24w6mmq3"
409,SaintPau,147.045000,+,0.600000,,88.5,88.5,23,NN,23,Tone->Tone,FM,NC S04 | Wide | https://tinyurl.com/23dnnrec
410,Columbus,146.760000,-,0.600000,TSQL,123.0,123.0,23,NN,23,Tone->Tone,FM,"OH S04 | Link, Wide | https://tinyurl.com/22ajbxer"
411,Dayton-W,145.110000,-,0.600000,TSQL,67.0,67.0,23,NN,23,Tone->Tone,FM,"OH S04 | Link, EchoLink, Nets | https://tinyurl.com/29ynmllz"
412,Delaware,145.190000,-,0.600000,Tone,123.0,88.5,23,NN,23,Tone->Tone,FM,"OH S04 | Link, Wide | https://tinyurl.com/27q2lpjf"
413,EstLiver,146.700000,-,0.600000,Tone,162.2,88.5,23,NN,23,Tone->Tone,FM,"OH S04 | Link, EchoLink | https://tinyurl.com/243jabzz"
414,Troy-W8F,145.230000,-,0.600000,TSQL,100.0,100.0,23,NN,23,Tone->Tone,FM,"OH S04 | Link, Wide, Nets | https://tinyurl.com/23upx37f"
415,BrownsVl,147.315000,+,0.600000,TSQL,107.2,107.2,23,NN,23,Tone->Tone,FM,TN S04 | Sys | https://tinyurl.com/27nqm3bn
416,CHA-WDEF,146.790000,-,0.600000,,88.5,88.5,23,NN,23,Tone->Tone,FM,"TN S04 | Link, EchoLink, Wide | https://tinyurl.com/26mp2uvv"
417,CHA-Look,145.390000,-,0.600000,Tone,107.2,88.5,23,NN,23,Tone->Tone,FM,"TN S04 | Link, AllStar+EchoLink, Wide | https://tinyurl.com/2yth2ldw"
418,Covingto,146.970000,-,0.600000,TSQL,91.5,91.5,23,NN,23,Tone->Tone,FM,"VA S04 | Link, EchoLink, Nets | https://tinyurl.com/236xdu6p"
419,Hillsvil,147.045000,+,0.600000,TSQL,103.5,103.5,23,NN,23,Tone->Tone,FM,"VA S04 | Link, EchoLink, Wide | https://tinyurl.com/23a2qwuc"
420,Lynchbur,147.195000,+,0.600000,TSQL,136.5,136.5,23,NN,23,Tone->Tone,FM,"VA S04 | Link, EchoLink, Wide | https://tinyurl.com/25pbb3bh"
421,Portsmou,146.850000,-,0.600000,TSQL,100.0,100.0,23,NN,23,Tone->Tone,FM,"VA S04 | Link, Wide, Nets | https://tinyurl.com/2bmyv5tg"
422,Americus,147.270000,+,0.600000,Tone,131.8,88.5,23,NN,23,Tone->Tone,FM,GA S04 | Wide | https://tinyurl.com/2yd4q76q
423,Butler-W,444.950000,+,5.000000,TSQL,107.2,107.2,23,NN,23,Tone->Tone,FM,GA S04 | Sys | https://tinyurl.com/2alcxccg
424,Grovetow,147.195000,+,0.600000,Tone,71.9,88.5,23,NN,23,Tone->Tone,FM,"GA S04 | Link, AllStar+EchoLink, Wide | https://tinyurl.com/2c68h86q"
425,Hahira-W,444.475000,+,5.000000,TSQL,141.3,141.3,23,NN,23,Tone->Tone,FM,GA S04 | Wide | https://tinyurl.com/284xa2k7
426,Irwinton,147.240000,+,0.600000,Tone,77.0,88.5,23,NN,23,Tone->Tone,FM,GA S04 | Sys | https://tinyurl.com/2y3z8e8v
427,Marietta,147.535000,-,0.940000,TSQL,103.5,103.5,23,NN,23,Tone->Tone,FM,"GA S04 | Link, Wide | https://tinyurl.com/2bybd6jm"
428,ThomasVl,147.060000,+,0.600000,,88.5,88.5,23,NN,23,Tone->Tone,FM,GA S04 | Sys | https://tinyurl.com/259n43y6
429,WarnerRo,147.300000,+,0.600000,Tone,107.2,88.5,23,NN,23,Tone->Tone,FM,"GA S04 | Link, EchoLink, Wide | https://tinyurl.com/2ctht4rt"
430,Decatur-,146.730000,-,0.600000,TSQL,123.0,123.0,23,NN,23,Tone->Tone,FM,"IL S04 | Link, EchoLink, Wide, Nets | https://tinyurl.com/2c4gj6o2"
431,Dixon-W9,444.800000,+,5.000000,TSQL,114.8,114.8,23,NN,23,Tone->Tone,FM,"IL S04 | Link, Wide | https://tinyurl.com/23mpxqw7"
432,DownersG,442.875000,+,5.000000,TSQL,114.8,114.8,23,NN,23,Tone->Tone,FM,"IL S04 | Link, EchoLink, Wide | https://tinyurl.com/p4nvrfk"
433,Flora-Wa,146.700000,-,0.600000,TSQL,103.5,103.5,23,NN,23,Tone->Tone,FM,IL S04 | Wide | https://tinyurl.com/223z3djp
434,Herald-W,147.300000,+,0.600000,DTCS,88.5,88.5,23,NN,23,Tone->Tone,FM,IL S04 | Link | https://tinyurl.com/22exxkvg
